"Inspector","Arm","TotalInspections","Date","HouseRiskLevel"
"V5","B",1,"2018-04-09","5"
"V5","B",1,"2018-04-09","5"
"V5","B",1,"2018-04-09","5"
"V5","B",1,"2018-04-09","5"
"V5","B",1,"2018-04-09","5"
"V5","B",1,"2018-04-09","2"
"V5","B",1,"2018-04-09","2"
"V5","B",1,"2018-04-09","2"
"V5","B",1,"2018-04-09","2"
"V5","B",1,"2018-04-09","3"
"V5","B",1,"2018-04-09","4"
"V5","B",1,"2018-04-09","5"
"V5","B",1,"2018-04-09","4"
"V5","C",1,"2018-04-10","5"
"V5","C",1,"2018-04-10","5"
"V5","C",1,"2018-04-10","5"
"V5","C",1,"2018-04-10","5"
"V5","C",1,"2018-04-10","5"
"V5","C",1,"2018-04-10","4"
"V5","C",1,"2018-04-11","4"
"V5","C",1,"2018-04-11","4"
"V5","C",1,"2018-04-11","4"
"V5","C",1,"2018-04-11","5"
"V5","C",1,"2018-04-11","5"
"V5","C",1,"2018-04-11","4"
"V5","C",1,"2018-04-12","4"
"V5","C",1,"2018-04-12","5"
"V5","C",1,"2018-04-12","5"
"V5","C",1,"2018-04-12","4"
"V5","C",1,"2018-04-12","5"
"V5","C",1,"2018-04-13","2"
"V5","C",1,"2018-04-13","1"
"V5","C",1,"2018-04-13","3"
"V5","C",1,"2018-04-13","3"
"V5","C",1,"2018-04-16","2"
"V5","C",1,"2018-04-16","1"
"V5","C",1,"2018-04-16","1"
"V5","C",1,"2018-04-16","5"
"V5","C",1,"2018-04-16","4"
