"UNICODE" "codeLoc" "LATITUDE" "LONGITUDE" "recentinsp" "not_sprayed" "probability" "uncertainty" "time"
"1.10.38.644" "1.10.38" -16.4101107 -71.50648877 "2017-05-16" 0 0.0235743263352373 0.132980542430095 2
"1.10.38.519A" "1.10.38" -16.4091768 -71.50848271 "2017-04-07" 1 0.0235541500220829 0.132247085509069 2
"1.10.38.569" "1.10.38" -16.41024522 -71.50702603 "2017-04-22" 0 0.0235344055552964 0.132838392242723 2
"1.10.38.641" "1.10.38" -16.40999576 -71.50623046 "2017-05-15" 0 0.0235192747730793 0.132690684147756 2
"1.10.38.648" "1.10.38" -16.41016352 -71.5067655 "2017-05-16" 0 0.023478849613516 0.132631738192979 2
"1.10.38.869" "1.10.38" -16.4080002 -71.50347625 "2012-06-27" 0 0.0234588010590579 0.132939138586838 7
"1.10.38.552" "1.10.38" -16.41055256 -71.50728341 "2017-04-18" 0 0.0234362440240183 0.132427450763896 2
"1.10.38.651" "1.10.38" -16.40994763 -71.50685516 "2017-08-02" 0 0.0234358348325847 0.132518350172758 2
"1.10.38.761" "1.10.38" -16.40865482 -71.50480088 "2017-08-30" 0 0.0234322680882442 0.132302482402614 2
"1.10.38.956" "1.10.38" -16.40787606 -71.50568763 "2017-05-31" 0 0.0234303581918802 0.132338131132029 2
"1.10.38.540" "1.10.38" -16.41031014 -71.50804359 "2017-07-31" 0 0.0234242698639664 0.132377854039163 2
"1.10.38.546" "1.10.38" -16.4107108 -71.50766929 "2017-04-18" 0 0.0233887962063698 0.132011506686007 2
"1.10.38.552A" "1.10.38" -16.41053333 -71.5072852 "2017-07-31" 0 0.0233735955771332 0.132254042787772 2
"1.10.38.808" "1.10.38" -16.40871853 -71.50664251 "2017-05-16" 0 0.0233262957114292 0.132087865389623 2
"1.10.38.545" "1.10.38" -16.410683 -71.50774704 "2017-07-31" 0 0.0233250208550849 0.131892372533921 2
"1.10.38.722" "1.10.38" -16.40835656 -71.50307772 "2012-07-04" 0 0.0233061200551726 0.131777951141116 7
"1.10.38.826" "1.10.38" -16.40836687 -71.50501635 "2017-05-18" 0 0.0232987113685876 0.132085418966492 2
"1.10.38.570" "1.10.38" -16.41028646 -71.50698893 "2017-04-22" 0 0.0232568522568094 0.131983889427061 2
"1.10.38.633" "1.10.38" -16.4096024 -71.50632547 "2017-07-31" 0 0.0232520901226234 0.131897697471543 2
"1.10.38.677" "1.10.38" -16.40942201 -71.50412121 "2017-08-28" 0 0.023208376558461 0.131565908475891 2
"1.10.38.961" "1.10.38" -16.4078839 -71.50536193 "2017-05-31" 0 0.0231943648042499 0.131655544443753 2
"1.10.38.547" "1.10.38" -16.41070733 -71.50756317 "2017-07-31" 0 0.0230564540789171 0.130921656861814 2
"1.10.38.632" "1.10.38" -16.40958515 -71.50643206 "2017-05-12" 0 0.0230452747870501 0.131302064887372 2
"1.10.38.861" "1.10.38" -16.40794217 -71.50385427 "2017-01-22" 0 0.0230408207964773 0.132049425168534 2
"1.10.38.572" "1.10.38" -16.41039436 -71.50694054 "2017-04-22" 0 0.0230405133495584 0.131280675836245 2
"1.10.38.938A" "1.10.38" -16.40855652 -71.5070768 "2017-09-08" 0 0.0229867061293201 0.130955562301812 2
"1.10.38.683" "1.10.38" -16.40918034 -71.50367447 "2017-05-20" 1 0.0229793949497392 0.129800458103802 2
"1.10.38.538" "1.10.38" -16.41044227 -71.50796125 "2017-07-31" 0 0.0229636617433955 0.130959347481056 2
"1.10.38.768" "1.10.38" -16.40916259 -71.50557119 "2017-05-12" 0 0.0229618284865688 0.130874406793095 2
"1.10.38.863" "1.10.38" -16.40787893 -71.50364089 "2017-01-19" 0 0.0229617248021893 0.131683623933016 2
"1.10.38.858" "1.10.38" -16.40804977 -71.50416744 "2017-01-22" 0 0.0229588137849319 0.132015145293896 2
"1.10.38.603" "1.10.38" -16.40941876 -71.50739721 "2017-07-31" 0 0.0229553700400781 0.131218720693294 2
"1.10.38.948" "1.10.38" -16.40819905 -71.50658454 "2017-05-30" 0 0.0229057761222567 0.130689253915985 2
"1.10.38.564" "1.10.38" -16.40994257 -71.50714507 "2017-07-31" 0 0.0229042651742824 0.130909258537026 2
"1.10.38.664" "1.10.38" -16.41030983 -71.50580073 "2017-05-18" 0 0.0228979579546392 0.130514563271554 2
"1.10.38.725" "1.10.38" -16.40825944 -71.50327167 "2015-11-05" 0 0.0228947796038457 0.13075145259715 4
"1.10.38.699" "1.10.38" -16.40861532 -71.5030994 "2011-06-06" 0 0.0228862967057704 0.130530928939869 8
"1.10.38.645" "1.10.38" -16.41015497 -71.50654443 "2017-05-16" 0 0.0228629232712168 0.130802598309374 2
"1.10.38.707" "1.10.38" -16.40897571 -71.50376216 "1997-01-01" 1 0.0228437447456723 0.128625022965036 22
"1.10.38.529" "1.10.38" -16.41010492 -71.50772412 "2017-04-10" 0 0.0228393187918938 0.13070854275983 2
"1.10.38.615" "1.10.38" -16.40899969 -71.50731701 "2017-07-31" 0 0.0228332939019391 0.130763388968487 2
"1.10.38.876" "1.10.38" -16.40827444 -71.50427171 "2017-01-22" 0 0.0228003513381974 0.131363222616444 2
"1.10.38.830" "1.10.38" -16.40853866 -71.50516673 "2017-05-22" 0 0.0227863078699326 0.130537915461299 2
"1.10.38.849" "1.10.38" -16.40839339 -71.50471574 "2017-01-22" 1 0.0227674328804648 0.130194234060214 2
"1.10.38.862" "1.10.38" -16.40791279 -71.50375379 "2017-01-19" 0 0.0227662600054522 0.131153265583639 2
"1.10.38.924" "1.10.38" -16.40824101 -71.50584741 "2017-05-25" 0 0.022726064775434 0.13027986751475 2
"1.10.38.525" "1.10.38" -16.4100675 -71.50801196 "2017-04-07" 0 0.0227232442646013 0.130316362294981 2
"1.10.38.553" "1.10.38" -16.41047315 -71.5072987 "2017-04-18" 0 0.0227211864862263 0.13030225542691 2
"1.10.38.894" "1.10.38" -16.40745707 -71.50439638 "2017-01-03" 0 0.0227083280907409 0.125941199295556 2
"1.10.38.724" "1.10.38" -16.40820698 -71.50319449 "2012-06-27" 0 0.022702468876255 0.130095710416854 7
"1.10.38.737" "1.10.38" -16.40881778 -71.50425378 "2012-07-02" 0 0.0227001346861308 0.130215254658757 7
"1.10.38.604" "1.10.38" -16.40950688 -71.50736875 "2017-05-04" 0 0.0226854290541226 0.130322145721789 2
"1.10.38.601" "1.10.38" -16.40924615 -71.50747446 "2017-07-31" 0 0.0226265938815192 0.130318794492214 2
"1.10.38.655" "1.10.38" -16.41033824 -71.50642981 "2017-08-02" 0 0.0226046830645825 0.129852185962076 2
"1.10.38.511" "1.10.38" -16.40985145 -71.50819627 "2017-04-04" 1 0.0226014778620225 0.128317615161482 2
"1.10.38.602" "1.10.38" -16.40934909 -71.50744022 "2017-05-04" 0 0.0225980480113755 0.130177600868423 2
"1.10.38.827" "1.10.38" -16.40841268 -71.50495669 "2017-09-06" 0 0.02259803721861 0.129940438524561 2
"1.10.38.698" "1.10.38" -16.40856403 -71.50302462 "2012-06-27" 0 0.0225678091370846 0.129501876098322 7
"1.10.38.691" "1.10.38" -16.40884926 -71.50312615 "2017-08-28" 0 0.022520115740083 0.129502253896207 2
"1.10.38.935" "1.10.38" -16.40847363 -71.50687131 "2017-05-30" 0 0.0225184031023395 0.129561451805837 2
"1.10.38.690" "1.10.38" -16.40889845 -71.50319372 "2017-05-11" 0 0.0225132598097776 0.129490617294016 2
"1.10.38.738" "1.10.38" -16.40885873 -71.50434353 "2012-06-26" 0 0.0224667798408953 0.129475706964878 7
"1.10.38.938" "1.10.38" -16.40854385 -71.50703692 "2017-05-30" 0 0.022460670807959 0.129358570423803 2
"1.10.38.874" "1.10.38" -16.40819743 -71.50405602 "2012-06-27" 0 0.0224499880902749 0.130178360398055 7
"1.10.38.756" "1.10.38" -16.40823246 -71.50352267 "2017-05-08" 0 0.0224010533378528 0.129444087014198 2
"1.10.38.736" "1.10.38" -16.40879243 -71.5041371 "2012-06-26" 0 0.0223873397099786 0.129228410747248 7
"1.10.38.631" "1.10.38" -16.40960376 -71.50649125 "2017-05-12" 0 0.0223806138236229 0.129270227642798 2
"1.10.38.696" "1.10.38" -16.40870382 -71.50285108 "2017-05-11" 0 0.0223785967247999 0.128924319411216 2
"1.10.38.679" "1.10.38" -16.40933475 -71.50396987 "2017-05-20" 0 0.0223371727818104 0.128912000864792 2
"1.10.38.859" "1.10.38" -16.40804873 -71.5040699 "2017-01-19" 0 0.0222678205467114 0.129790984403277 2
"1.10.38.946" "1.10.38" -16.40826163 -71.50679039 "2017-05-30" 0 0.0222670887929083 0.128719030824307 2
"1.10.38.780" "1.10.38" -16.4087459 -71.50500467 "2017-05-15" 0 0.0222655815451308 0.128760858587278 2
"1.10.38.929" "1.10.38" -16.40832462 -71.50627682 "2017-05-26" 0 0.0222525684133531 0.128786682578396 2
"1.10.38.614" "1.10.38" -16.40909808 -71.50726491 "2017-07-31" 0 0.0222022022405383 0.128820979929892 2
"1.10.38.662" "1.10.38" -16.41003665 -71.50580015 "2017-05-18" 0 0.0221744985460056 0.128493294006317 2
"1.10.38.755" "1.10.38" -16.40827913 -71.50357818 "2012-07-22" 0 0.022068820888683 0.12844396118444 7
"1.10.38.654" "1.10.38" -16.41036893 -71.50650457 "2017-08-02" 0 0.0220057081520026 0.127965575302822 2
"1.10.38.951" "1.10.38" -16.40810349 -71.50634573 "2017-05-31" 0 0.0219967927138102 0.12788951416669 2
"1.10.38.790" "1.10.38" -16.40952564 -71.50568524 "2017-05-15" 0 0.0219940162354718 0.127951863904359 2
"1.10.38.945" "1.10.38" -16.40827805 -71.50683687 "2017-05-30" 0 0.0219905659653062 0.127860833599872 2
"1.10.38.855" "1.10.38" -16.40814542 -71.5044195 "2017-01-20" 0 0.0219643670343933 0.129041644791418 2
"1.10.38.673" "1.10.38" -16.40963758 -71.5044908 "2017-05-20" 0 0.0219586715411782 0.127542965379573 2
"1.10.38.630" "1.10.38" -16.4096787 -71.5065624 "2017-05-12" 0 0.0219234906589774 0.127866878098014 2
"1.10.38.936" "1.10.38" -16.40849747 -71.50691775 "2017-05-26" 0 0.0218984126004363 0.127636493329022 2
"1.10.38.710" "1.10.38" -16.4090937 -71.50397973 "2012-07-02" 0 0.0218884384355524 0.126691878391211 7
"1.10.38.750" "1.10.38" -16.40836456 -71.50391907 "2015-11-05" 0 0.0218727192419651 0.127984881319625 4
"1.10.38.649" "1.10.38" -16.41011443 -71.50678434 "2017-05-16" 0 0.0218641915509829 0.127683225541925 2
"1.10.38.618" "1.10.38" -16.40909061 -71.50709752 "2017-05-10" 0 0.0218503418984198 0.127661953241741 2
"1.10.38.625" "1.10.38" -16.40950061 -71.50693097 "2017-05-11" 0 0.0218193496816143 0.127490935977355 2
"1.10.38.516" "1.10.38" -16.40948379 -71.50836343 "2017-04-06" 1 0.0218055081145674 0.126766781198367 2
"1.10.38.705" "1.10.38" -16.40888882 -71.50360575 "2012-07-24" 0 0.0217996310060066 0.126899305819409 7
"1.10.38.507" "1.10.38" -16.40967685 -71.50794359 "2017-04-04" 0 0.0217944488011044 0.127771234091311 2
"1.10.38.744" "1.10.38" -16.40850148 -71.50428882 "2012-06-27" 0 0.0217828471394629 0.127665770708935 7
"1.10.38.865" "1.10.38" -16.40781512 -71.50344222 "2017-01-19" 0 0.0217798870553513 0.12788827120153 2
"1.10.38.726" "1.10.38" -16.40828543 -71.50336078 "2012-06-26" 0 0.0217695577729103 0.127332432015882 7
"1.10.38.647" "1.10.38" -16.41024713 -71.50670922 "2017-05-16" 0 0.0217576395436321 0.127307187163043 2
"1.10.38.583" "1.10.38" -16.40921161 -71.50780409 "2017-05-02" 0 0.0217457785018391 0.127711813112261 2
"1.10.38.860" "1.10.38" -16.40800037 -71.50395026 "2017-01-19" 0 0.0217398014301662 0.128058455245984 2
"1.10.38.787" "1.10.38" -16.40935678 -71.50565843 "2017-05-15" 0 0.021739298104642 0.127150078821788 2
"1.10.38.684" "1.10.38" -16.40914556 -71.50360003 "2017-05-20" 0 0.0217126660514831 0.12697478898155 2
"1.10.38.749" "1.10.38" -16.40837427 -71.50396913 "2017-05-08" 0 0.0217006606206455 0.12746246006019 2
"1.10.38.786" "1.10.38" -16.40932591 -71.5057093 "2017-05-15" 0 0.0216915994216427 0.127008777660453 2
"1.10.38.757" "1.10.38" -16.40820635 -71.50346135 "2015-11-05" 0 0.0216238896975455 0.126967209071886 4
"1.10.38.520" "1.10.38" -16.4090609 -71.50852766 "2017-04-07" 1 0.0216111117297021 0.125840084370416 2
"1.10.38.593" "1.10.38" -16.40848419 -71.5080329 "2017-05-04" 1 0.0215583380523884 0.125139246445317 2
"1.10.38.653" "1.10.38" -16.41038975 -71.50658384 "2017-05-16" 0 0.0215187635254103 0.126417698236006 2
"1.10.38.739" "1.10.38" -16.40877774 -71.50440062 "2012-07-22" 0 0.0215014603771174 0.126519833398574 7
"1.10.38.509" "1.10.38" -16.40977808 -71.50800363 "2017-04-04" 0 0.0214365087615981 0.126440925418149 2
"1.10.38.741" "1.10.38" -16.40854309 -71.50446661 "2012-07-06" 0 0.0214061305200972 0.126414579233717 7
"1.10.38.754" "1.10.38" -16.40828493 -71.50364325 "2017-05-08" 0 0.0214039026614207 0.126395668918115 2
"1.10.38.728" "1.10.38" -16.4083746 -71.50352216 "2012-07-22" 0 0.0214007200773431 0.126276555653611 7
"1.10.38.871" "1.10.38" -16.40808508 -71.50370167 "2015-11-05" 0 0.0213994842650999 0.126688036328644 4
"1.10.38.612" "1.10.38" -16.40919751 -71.50721122 "2017-05-08" 0 0.0213847396795545 0.126263139593997 2
"1.10.38.748" "1.10.38" -16.40838595 -71.50402997 "2017-05-08" 0 0.0213517264522151 0.126375015675177 2
"1.10.38.721" "1.10.38" -16.40842215 -71.50315715 "2011-06-09" 0 0.0213325450485193 0.125707389648459 8
"1.10.38.657" "1.10.38" -16.41024687 -71.50623529 "2017-05-16" 0 0.0213001781335736 0.125816340118077 2
"1.10.38.584" "1.10.38" -16.40911781 -71.50784588 "2017-05-02" 0 0.0212979877771965 0.126214232212754 2
"1.10.38.702" "1.10.38" -16.40877858 -71.50340416 "2015-11-05" 0 0.0212899655965695 0.125594878744546 4
"1.10.38.718" "1.10.38" -16.40853938 -71.50342215 "2012-07-02" 0 0.0212152702050213 0.125436316171549 7
"1.10.38.745" "1.10.38" -16.40846637 -71.5042124 "2015-11-05" 0 0.0212109464424181 0.125890090389686 4
"1.10.38.695" "1.10.38" -16.4087434 -71.50293699 "2017-08-28" 0 0.0211975659322151 0.125277042341543 2
"1.10.38.515" "1.10.38" -16.40957728 -71.50832946 "2017-04-06" 1 0.0211386670744098 0.124277316660031 2
"1.10.38.689" "1.10.38" -16.4089406 -71.50325462 "2017-05-11" 0 0.0211187534471277 0.125111798381753 2
"1.10.38.549" "1.10.38" -16.41073302 -71.50741172 "2017-07-31" 0 0.0210667035059752 0.124684917737224 2
"1.10.38.716" "1.10.38" -16.40867346 -71.50360476 "2017-03-03" 0 0.0210467959683564 0.124659712831668 2
"1.10.38.510" "1.10.38" -16.40982542 -71.50810436 "2017-04-04" 1 0.0210115723811442 0.123700314195341 2
"1.10.38.753" "1.10.38" -16.40829422 -71.50370739 "2012-07-02" 0 0.0209842191705062 0.125094278614191 7
"1.10.38.688" "1.10.38" -16.40897482 -71.50332884 "2017-05-11" 0 0.0209762002280151 0.124653764435189 2
"1.10.38.747" "1.10.38" -16.40842063 -71.50408696 "2017-05-08" 0 0.0209374740033709 0.125043431541106 2
"1.10.38.581" "1.10.38" -16.40941736 -71.5077599 "2017-05-02" 0 0.0209226468232683 0.124973186665053 2
"1.10.38.857" "1.10.38" -16.4080816 -71.50425324 "2017-01-20" 0 0.0209047836602269 0.125645853235435 2
"1.10.38.503" "1.10.38" -16.40938307 -71.50809263 "2017-04-03" 1 0.0208769671316304 0.124136656580111 2
"1.10.38.682" "1.10.38" -16.40922733 -71.50374914 "2017-08-28" 0 0.0208742737531977 0.124300651733847 2
"1.10.38.856" "1.10.38" -16.40811123 -71.50433409 "2017-01-20" 0 0.0208586536379736 0.125533453615926 2
"1.10.38.582" "1.10.38" -16.40934169 -71.507774 "2017-05-02" 0 0.0208444983434649 0.124811709456415 2
"1.10.38.692" "1.10.38" -16.40882319 -71.50305355 "2017-08-28" 0 0.0207346017067001 0.123850312261269 2
"1.10.38.747A" "1.10.38" -16.40841116 -71.50406336 "2011-06-06" 0 0.0207292279903171 0.124377153647389 8
"1.10.38.743" "1.10.38" -16.4084912 -71.50436206 "2012-06-26" 0 0.0207187416893937 0.124289065954052 7
"1.10.38.585" "1.10.38" -16.4090416 -71.50789028 "2017-05-03" 1 0.0207123086043089 0.123083315640046 2
"1.10.38.505" "1.10.38" -16.40949608 -71.50801457 "2017-04-03" 1 0.0206966856180677 0.123478393211651 2
"1.10.38.694" "1.10.38" -16.40875398 -71.50298114 "2017-05-11" 0 0.0206191150044896 0.123451848417741 2
"1.10.38.492" "1.10.38" -16.40859662 -71.50839037 "2017-07-31" 0 0.0206038706018339 0.123836044894264 2
"1.10.38.661" "1.10.38" -16.41008057 -71.50588259 "2017-05-18" 0 0.020591986998208 0.123511570524991 2
"1.10.38.629" "1.10.38" -16.40970018 -71.50666106 "2017-05-12" 0 0.0205825136795725 0.123620318560883 2
"1.10.38.746" "1.10.38" -16.4084537 -71.50415625 "2015-11-05" 0 0.0205763566920585 0.123862330002872 4
"1.10.38.751" "1.10.38" -16.40835312 -71.50383494 "2011-06-06" 0 0.020567368506063 0.123795392382996 8
"1.10.38.751A" "1.10.38" -16.40832781 -71.50382115 "2012-07-22" 0 0.0205471755883596 0.123735724019945 7
"1.10.38.752" "1.10.38" -16.40831688 -71.50377481 "2017-05-08" 0 0.0205366123625488 0.123683817187998 2
"1.10.38.598" "1.10.38" -16.40892274 -71.50758631 "2017-05-08" 0 0.0205365996549795 0.123636202819228 2
"1.10.38.720" "1.10.38" -16.40844192 -71.50323216 "2012-07-25" 0 0.0205129954857003 0.123125229949164 7
"1.10.38.580" "1.10.38" -16.40952485 -71.50771005 "2017-05-02" 0 0.0204640424715901 0.123224994061594 2
"1.10.38.958" "1.10.38" -16.40781472 -71.5055519 "2017-05-31" 0 0.0203460384664147 0.122694099310685 2
"1.10.38.579" "1.10.38" -16.40960818 -71.50767969 "2017-05-02" 0 0.0203374622221258 0.122495591233952 2
"1.10.38.671" "1.10.38" -16.40973802 -71.50466117 "2017-05-20" 0 0.0203122116408295 0.122244747172825 2
"1.10.38.548" "1.10.38" -16.4107198 -71.50748734 "2017-07-31" 0 0.0202947560494065 0.122266322816017 2
"1.10.38.687" "1.10.38" -16.40902321 -71.5033976 "2017-03-03" 0 0.0202463091744634 0.122288965880333 2
"1.10.38.681" "1.10.38" -16.4092821 -71.50381054 "2017-05-20" 0 0.0202348457052915 0.122226089731228 2
"1.10.38.629A" "1.10.38" -16.40968737 -71.50661567 "2012-07-05" 0 0.0202223093854012 0.122450634808649 7
"1.10.38.685" "1.10.38" -16.40909987 -71.5035344 "2017-08-28" 0 0.0201531393184782 0.121971070939287 2
"1.10.38.864" "1.10.38" -16.40784243 -71.50353755 "2017-01-19" 0 0.0200666330515152 0.122481726608963 2
"1.10.38.599A" "1.10.38" -16.40905109 -71.50752566 "2012-07-18" 0 0.0200151357793173 0.122012101675646 7
"1.10.38.591" "1.10.38" -16.40862632 -71.50810425 "2017-05-03" 1 0.0199997590848962 0.119429329786414 2
"1.10.38.686" "1.10.38" -16.40907453 -71.50345545 "2017-05-20" 0 0.0199077398576263 0.121174854923907 2
"1.10.38.742" "1.10.38" -16.40851495 -71.5044201 "2012-07-06" 0 0.0198489373324274 0.121432758569371 7
"1.10.38.664A" "1.10.38" -16.41027508 -71.50574439 "2012-07-05" 0 0.0198469897392213 0.120817399574092 7
"1.10.38.599" "1.10.38" -16.40902515 -71.50754346 "2017-05-08" 0 0.0198136922886953 0.121341544295066 2
"1.10.38.600" "1.10.38" -16.40911411 -71.50749886 "2017-05-08" 0 0.0197987609100166 0.121314429955439 2
"1.10.38.639" "1.10.38" -16.4099364 -71.50605043 "2017-08-02" 0 0.0196277800557139 0.119820819580214 2
"1.10.38.597" "1.10.38" -16.40882166 -71.50761794 "2017-05-04" 0 0.0196115039503978 0.120502576822118 2
"1.10.38.704" "1.10.38" -16.4088404 -71.50353473 "2012-07-22" 0 0.0195325884601015 0.119710214761223 7
"1.10.38.600A" "1.10.38" -16.40914178 -71.50748485 "2012-07-24" 0 0.0195243332930948 0.120406210166759 7
"1.10.38.519" "1.10.38" -16.4091768 -71.50848271 "2017-04-07" 0 0.0193330723948489 0.119910915455208 2
"1.10.38.879" "1.10.38" -16.40837141 -71.50456459 "2015-11-05" 0 0.0192780074563484 0.120044822491461 4
"1.10.38.730A" "1.10.38" -16.40847852 -71.50369539 "2012-07-02" 0 0.0192110275205381 0.119187322701846 7
"1.10.38.634" "1.10.38" -16.40967864 -71.50617815 "2017-05-12" 0 0.0191946490462126 0.118817507763423 2
"1.10.38.680" "1.10.38" -16.40930749 -71.50387571 "2017-05-20" 0 0.0191921183190998 0.11878787435247 2
"1.10.38.893" "1.10.38" -16.40749289 -71.5045229 "2017-01-03" 0 0.019030553378583 0.109320724270416 2
"1.10.38.731" "1.10.38" -16.40850166 -71.50372114 "2011-06-07" 0 0.0189832657064356 0.118413514599375 8
"1.10.38.730" "1.10.38" -16.40847095 -71.50366338 "2015-11-05" 0 0.0189530008681875 0.118314234406623 4
"1.10.38.853" "1.10.38" -16.40819084 -71.50456453 "2017-01-20" 0 0.0188404471960312 0.118928430095251 2
"1.10.38.665" "1.10.38" -16.41025961 -71.50565823 "2017-05-18" 0 0.0187884453931465 0.117217417544204 2
"1.10.38.909" "1.10.38" -16.4077322 -71.50398476 "2017-01-09" 0 0.0186523016772548 0.118284494234508 2
"1.10.38.636" "1.10.38" -16.40978061 -71.50606429 "2017-05-12" 0 0.0186133513444327 0.116455082004198 2
"1.10.38.711" "1.10.38" -16.40899374 -71.5040874 "2012-07-22" 0 0.0185764690357017 0.115548580333895 7
"1.10.38.504" "1.10.38" -16.40943669 -71.50803591 "2017-04-03" 0 0.0185714426546275 0.117530263003296 2
"1.10.38.897" "1.10.38" -16.40722915 -71.50349843 "2017-01-10" 1 0.0185089326422108 0.111639100332965 2
"1.10.38.878" "1.10.38" -16.40834284 -71.50446866 "2017-01-22" 0 0.0185068101376205 0.11751835714678 2
"1.10.38.715" "1.10.38" -16.40875357 -71.50368982 "2012-07-24" 0 0.0184986532725584 0.115851651759997 7
"1.10.38.506" "1.10.38" -16.40956705 -71.50799273 "2017-04-03" 0 0.0184819452665656 0.117054680904195 2
"1.10.38.637" "1.10.38" -16.4098368 -71.50599731 "2017-05-15" 0 0.0184708742243249 0.115532293776124 2
"1.10.38.636A" "1.10.38" -16.40979721 -71.50603946 "2017-05-15" 0 0.0184509114786259 0.115768087764413 2
"1.10.38.851" "1.10.38" -16.4082203 -71.50468438 "2017-01-20" 0 0.018359766626641 0.117286920653604 2
"1.10.38.880" "1.10.38" -16.4083778 -71.50461919 "2017-01-22" 0 0.0183514894096836 0.116892948700958 2
"1.10.38.735" "1.10.38" -16.40875761 -71.50404716 "2012-07-22" 0 0.0182034201414176 0.115558437381426 7
"1.10.38.703" "1.10.38" -16.40881489 -71.50347501 "2012-07-02" 0 0.0181915684283579 0.115275764131937 7
"1.10.38.734" "1.10.38" -16.40872929 -71.50400191 "2012-06-26" 0 0.0181729540316586 0.115471530549884 7
"1.10.38.854" "1.10.38" -16.40817329 -71.5045113 "2017-01-20" 0 0.0181195020213923 0.116479654152293 2
"1.10.38.907" "1.10.38" -16.4076722 -71.50381356 "2017-01-06" 0 0.0179489988736327 0.115778318048419 2
"1.10.38.493" "1.10.38" -16.40864766 -71.5083586 "2017-03-30" 0 0.0179246007852641 0.114919379751483 2
"1.10.38.896" "1.10.38" -16.40734336 -71.50376483 "2017-01-10" 0 0.0177431479256314 0.114306720873493 2
"1.10.38.498" "1.10.38" -16.40897687 -71.5082435 "2017-03-30" 0 0.0175295698776045 0.113864368247408 2
"1.10.38.911" "1.10.38" -16.40779341 -71.50417885 "2017-01-09" 1 0.0175111133599638 0.113395962270638 2
"1.10.38.709" "1.10.38" -16.40904847 -71.50391157 "2012-06-27" 0 0.017361159440447 0.111577600772279 7
"1.10.38.494" "1.10.38" -16.40870908 -71.50834398 "2017-03-30" 0 0.0173338123104867 0.112898612354531 2
"1.10.38.706" "1.10.38" -16.40893728 -71.50369088 "2012-07-02" 0 0.0173017958661904 0.111750441776416 7
"1.10.38.852" "1.10.38" -16.40820712 -71.50463542 "2017-01-20" 0 0.0172965694486604 0.113621071450969 2
"1.10.38.514" "1.10.38" -16.4096766 -71.50831323 "2017-04-06" 0 0.0172502458649023 0.1118567778397 2
"1.10.38.501" "1.10.38" -16.40925576 -71.50813031 "2017-03-30" 0 0.0171314467657139 0.112533414153519 2
"1.10.38.512" "1.10.38" -16.4098447 -71.5082708 "2017-04-04" 0 0.0166324179610073 0.109494810968625 2
"1.10.38.497" "1.10.38" -16.40888736 -71.50826836 "2017-07-31" 0 0.0166210264444347 0.110544151395178 2
"1.10.38.491" "1.10.38" -16.40862546 -71.50854842 "2017-03-30" 0 0.016462309276336 0.109253007644971 2
"1.10.38.592" "1.10.38" -16.40854688 -71.50815607 "2017-05-03" 0 0.0164413929460549 0.108927392953215 2
"1.10.38.500" "1.10.38" -16.40915449 -71.5081747 "2017-03-30" 0 0.0163343124993091 0.109714138031475 2
"1.10.38.502A" "1.10.38" -16.40933904 -71.50810783 "2017-04-03" 0 0.0163191620890865 0.109643629021429 2
"1.10.38.904" "1.10.38" -16.4075901 -71.50355504 "2017-01-10" 0 0.0163152030670071 0.109794492231994 2
"1.10.38.908" "1.10.38" -16.40770209 -71.50387101 "2017-01-10" 0 0.0162510338564959 0.109814679630999 2
"1.10.38.518" "1.10.38" -16.40928677 -71.5084538 "2017-04-06" 0 0.0161992072870648 0.109097560551776 2
"1.10.38.586" "1.10.38" -16.40899103 -71.50792057 "2017-05-03" 0 0.0161849962469869 0.108435847410996 2
"1.10.38.502" "1.10.38" -16.40931628 -71.50811739 "2017-03-30" 0 0.0160239673177318 0.108560566944973 2
"1.10.38.708" "1.10.38" -16.40902149 -71.50384809 "2017-03-03" 0 0.0158843298377364 0.106371454236423 2
"1.10.38.910" "1.10.38" -16.40776117 -71.50412129 "2017-01-06" 0 0.0158237696624291 0.10831946412872 2
"1.10.38.496" "1.10.38" -16.40881576 -71.50830773 "2017-07-31" 0 0.0157134600826777 0.10713492093576 2
"1.10.38.914" "1.10.38" -16.40788406 -71.50448818 "2017-01-06" 0 0.015379907504498 0.106130166566518 2
"1.10.38.900" "1.10.38" -16.40743258 -71.50321673 "2017-01-11" 0 0.0153796054402756 0.105115843326009 2
"1.10.38.587" "1.10.38" -16.40892535 -71.50794028 "2017-05-03" 0 0.0153240420387056 0.104888277285429 2
"1.10.38.912" "1.10.38" -16.40782396 -71.50425892 "2017-01-09" 0 0.0152932543900623 0.10636685623497 2
"1.10.38.499" "1.10.38" -16.40908127 -71.50821172 "2017-03-30" 0 0.015219768498915 0.105575729494238 2
"1.10.38.903" "1.10.38" -16.40754418 -71.50347487 "2017-01-11" 0 0.0152136034794928 0.105536241780504 2
"1.10.38.495" "1.10.38" -16.40875937 -71.50832545 "2017-03-30" 0 0.0152124560580953 0.105216445173007 2
"1.10.38.523" "1.10.38" -16.40878235 -71.50867547 "2017-04-07" 0 0.015182569543806 0.103948799542041 2
"1.10.38.906" "1.10.38" -16.40763842 -71.50369852 "2017-01-06" 0 0.0151232994144792 0.105549398865924 2
"1.10.38.905" "1.10.38" -16.40761332 -71.50362872 "2017-01-06" 0 0.0149423519201563 0.104803186724214 2
